# 
# -- Phylter v. 0.9 -- 
# Thu Feb  3 23:38:24 2022
# 
# 
# 
# PARAMETERS
# 
# bvalue=0
# distance=patristic
# k=4
# Norm=TRUE
# test.island=TRUE
# verbose=TRUE
# stop.criteria=1e-05
# 
# SUMMARY
# 
# Total number of outliers detected: 1916
# Number of complete gene outliers : 3
# Number of complete species outliers : 0
# Initial score of the compromise: 0.784132117504409
# Final score of the compromise: 0.819240577302143
# Gain: 3.51% 
# Loss (data filtering): 0.3% 
# Outlier gene(s) detected: ENSG00000159251_ACTC1;ENSG00000178363_CALML3;ENSG00000204007_GLT6D1
# 
# OUTLIERS (contains complete outliers)
# 
# Genes	Species
ENSG00000204007_GLT6D1	Arctocephalus_gazella
ENSG00000204007_GLT6D1	Phoca_vitulina
ENSG00000204103_MAFB	Ursus_maritimus
ENSG00000204103_MAFB	Arctocephalus_gazella
ENSG00000204175_GPRIN2	Canis_familiaris
ENSG00000204256_BRD2	Panthera_leo
ENSG00000204897_KRT25	Cryptoprocta_ferox
ENSG00000204897_KRT25	Mungos_mungo
ENSG00000204897_KRT25	Ursus_thibetanus
ENSG00000205250_E2F4	Gulo_gulo
ENSG00000205669_ACOT6	Lynx_pardinus
ENSG00000205669_ACOT6	Spilogale_gracilis
ENSG00000205669_ACOT6	Bassariscus_sumichrasti
ENSG00000205669_ACOT6	Lycaon_pictus
ENSG00000205903_ZNF316	Ailurus_fulgens
ENSG00000212657_KRTAP16-1	Ursus_arctos
ENSG00000212901_KRTAP3-1	Gulo_gulo
ENSG00000213064_SFT2D2	Mungos_mungo
ENSG00000213064_SFT2D2	Mellivora_capensis
ENSG00000213064_SFT2D2	Lutra_lutra
ENSG00000214113_LYRM4	Lycaon_pictus
ENSG00000215021_PHB2	Arctocephalus_gazella
ENSG00000221963_APOL6	Gulo_gulo
ENSG00000221963_APOL6	Arctocephalus_gazella
ENSG00000231213_PLSCR5	Prionailurus_bengalensis
ENSG00000231213_PLSCR5	Arctocephalus_gazella
ENSG00000236320_SLFN14	Manis_javanica
ENSG00000237330_RNF223	Suricata_suricatta
ENSG00000237330_RNF223	Panthera_tigris
ENSG00000237330_RNF223	Acinonyx_jubatus
ENSG00000237330_RNF223	Ailurus_fulgens
ENSG00000240303_ACAD11	Bassariscus_sumichrasti
ENSG00000240694_PNMA2	Mungos_mungo
ENSG00000240694_PNMA2	Mellivora_capensis
ENSG00000240694_PNMA2	Spilogale_gracilis
ENSG00000240694_PNMA2	Otocyon_megalotis
ENSG00000240764_PCDHGC5	Arctocephalus_gazella
ENSG00000241106_HLA-DOB	Prionailurus_bengalensis
ENSG00000241106_HLA-DOB	Lynx_pardinus
ENSG00000241106_HLA-DOB	Arctocephalus_gazella
ENSG00000243566_UPK3B	Lynx_pardinus
ENSG00000250799_PRODH2	Leptonychotes_weddellii
ENSG00000253719_ATXN7L3B	Otocyon_megalotis
ENSG00000254004_ZNF260	Panthera_onca
ENSG00000254585_MAGEL2	Lutra_lutra
ENSG00000256463_SALL3	Ailurus_fulgens
ENSG00000256537_SMIM10L1	Lynx_pardinus
ENSG00000257103_LSM14A	Ailuropoda_melanoleuca
ENSG00000258429_PDF	Manis_javanica
ENSG00000259956_RBM15B	Manis_javanica
ENSG00000261603_PRSS46	Otocyon_megalotis
ENSG00000266524_GDF10	Lycaon_pictus
ENSG00000266524_GDF10	Otocyon_megalotis
ENSG00000272325_NUDT3	Suricata_suricatta
ENSG00000272325_NUDT3	Crocuta_Crocuta
ENSG00000272325_NUDT3	Gulo_gulo
ENSG00000272325_NUDT3	Neovison_vison
ENSG00000272325_NUDT3	Vulpes_vulpes
ENSG00000272325_NUDT3	Arctocephalus_gazella
ENSG00000276023_DUSP14	Manis_javanica
ENSG00000276950_GSTTP1	Manis_javanica
ENSG00000276950_GSTTP1	Lynx_pardinus
ENSG00000277258_PCGF2	Gulo_gulo
ENSG00000277258_PCGF2	Procyon_lotor
ENSG00000277258_PCGF2	Arctocephalus_gazella
ENSG00000002745_WNT16	Vulpes_vulpes
ENSG00000002919_SNX11	Canis_familiaris
ENSG00000006534_ALDH3B1	Mellivora_capensis
ENSG00000006534_ALDH3B1	Panthera_tigris
ENSG00000007866_TEAD3	Panthera_pardus
ENSG00000007933_FMO3	Manis_javanica
ENSG00000007933_FMO3	Taxidea_taxus
ENSG00000007933_FMO3	Procyon_lotor
ENSG00000015475_BID	Manis_javanica
ENSG00000034971_MYOC	Enhydra_lutris
ENSG00000047849_MAP4	Manis_javanica
ENSG00000049540_ELN	Enhydra_lutris
ENSG00000054392_HHAT	Potos_flavus
ENSG00000056558_TRAF1	Canis_familiaris
ENSG00000060491_OGFR	Panthera_pardus
ENSG00000063177_RPL18	Gulo_gulo
ENSG00000063180_CA11	Spilogale_gracilis
ENSG00000063587_ZNF275	Panthera_tigris
ENSG00000063587_ZNF275	Mustela_putorius
ENSG00000063587_ZNF275	Enhydra_lutris
ENSG00000064726_BTBD1	Manis_javanica
ENSG00000067064_IDI1	Enhydra_lutris
ENSG00000068078_FGFR3	Potos_flavus
ENSG00000070814_TCOF1	Manis_javanica
ENSG00000078018_MAP2	Canis_familiaris
ENSG00000078328_RBFOX1	Mustela_putorius
ENSG00000078328_RBFOX1	Enhydra_lutris
ENSG00000080644_CHRNA3	Manis_javanica
ENSG00000081721_DUSP12	Canis_familiaris
ENSG00000086504_MRPL28	Canis_familiaris
ENSG00000086504_MRPL28	Otocyon_megalotis
ENSG00000087460_GNAS	Lycaon_pictus
ENSG00000090339_ICAM1	Arctocephalus_gazella
ENSG00000092054_MYH7	Enhydra_lutris
ENSG00000092969_TGFB2	Vulpes_vulpes
ENSG00000092969_TGFB2	Spilogale_gracilis
ENSG00000093144_ECHDC1	Otocyon_megalotis
ENSG00000093144_ECHDC1	Lycaon_pictus
ENSG00000100228_RAB36	Manis_javanica
ENSG00000100290_BIK	Lynx_canadensis
ENSG00000100290_BIK	Enhydra_lutris
ENSG00000100290_BIK	Mirounga_angustirostris
ENSG00000100290_BIK	Acinonyx_jubatus
ENSG00000100290_BIK	Potos_flavus
ENSG00000100290_BIK	Odobenus_rosmarus
ENSG00000100290_BIK	Eumetopias_jubatus
ENSG00000100410_PHF5A	Manis_javanica
ENSG00000100604_CHGA	Lycaon_pictus
ENSG00000100604_CHGA	Otocyon_megalotis
ENSG00000101997_CCDC22	Mellivora_capensis
ENSG00000102144_PGK1	Manis_javanica
ENSG00000102144_PGK1	Mungos_mungo
ENSG00000102144_PGK1	Gulo_gulo
ENSG00000102144_PGK1	Mustela_putorius
ENSG00000102144_PGK1	Ailuropoda_melanoleuca
ENSG00000102144_PGK1	Canis_familiaris
ENSG00000102181_CD99L2	Mustela_putorius
ENSG00000102466_FGF14	Lynx_canadensis
ENSG00000102466_FGF14	Puma_concolor
ENSG00000102466_FGF14	Manis_javanica
ENSG00000102466_FGF14	Mustela_putorius
ENSG00000102466_FGF14	Enhydra_lutris
ENSG00000103489_XYLT1	Manis_javanica
ENSG00000104213_PDGFRL	Manis_javanica
ENSG00000105607_GCDH	Manis_javanica
ENSG00000105821_DNAJC2	Felis_catus
ENSG00000105968_H2AFV	Panthera_pardus
ENSG00000105968_H2AFV	Neovison_vison
ENSG00000105974_CAV1	Paradoxurus_hermaphroditus
ENSG00000106006_HOXA6	Gulo_gulo
ENSG00000106006_HOXA6	Mustela_putorius
ENSG00000107443_CCNJ	Manis_javanica
ENSG00000107611_CUBN	Lynx_canadensis
ENSG00000108511_HOXB6	Lynx_pardinus
ENSG00000108511_HOXB6	Lynx_canadensis
ENSG00000108561_C1QBP	Crocuta_Crocuta
ENSG00000108561_C1QBP	Felis_catus
ENSG00000109475_RPL34	Taxidea_taxus
ENSG00000109851_DBX1	Lycaon_pictus
ENSG00000109851_DBX1	Manis_javanica
ENSG00000110092_CCND1	Taxidea_taxus
ENSG00000110104_CCDC86	Canis_familiaris
ENSG00000110104_CCDC86	Otocyon_megalotis
ENSG00000111012_CYP27B1	Otocyon_megalotis
ENSG00000111046_MYF6	Otocyon_megalotis
ENSG00000111077_TNS2	Otocyon_megalotis
ENSG00000111254_AKAP3	Manis_javanica
ENSG00000111452_ADGRD1	Manis_javanica
ENSG00000112208_BAG2	Manis_javanica
ENSG00000112238_PRDM13	Canis_familiaris
ENSG00000112238_PRDM13	Otocyon_megalotis
ENSG00000112761_WISP3	Canis_familiaris
ENSG00000112761_WISP3	Otocyon_megalotis
ENSG00000113248_PCDHB15	Hyaena_hyaena
ENSG00000113248_PCDHB15	Neofelis_nebulosa
ENSG00000113248_PCDHB15	Lutra_lutra
ENSG00000114771_NT.fastaDAC	Manis_javanica
ENSG00000114867_EIF4G1	Lycaon_pictus
ENSG00000116005_PCYOX1	Otocyon_megalotis
ENSG00000116745_RPE65	Lycaon_pictus
ENSG00000116954_RRAGC	Manis_javanica
ENSG00000117543_DPH5	Gulo_gulo
ENSG00000118420_UBE3D	Manis_javanica
ENSG00000118971_CCND2	Manis_javanica
ENSG00000120306_CYSTM1	Manis_javanica
ENSG00000120306_CYSTM1	Felis_catus
ENSG00000120306_CYSTM1	Gulo_gulo
ENSG00000120306_CYSTM1	Lutra_lutra
ENSG00000120306_CYSTM1	Canis_familiaris
ENSG00000120451_SNX19	Lycaon_pictus
ENSG00000123612_ACVR1C	Lycaon_pictus
ENSG00000123612_ACVR1C	Otocyon_megalotis
ENSG00000124449_IRGC	Ailuropoda_melanoleuca
ENSG00000124812_CRISP1	Ailurus_fulgens
ENSG00000125505_MBOAT7	Manis_javanica
ENSG00000125534_PPDPF	Taxidea_taxus
ENSG00000125788_DEFB126	Taxidea_taxus
ENSG00000125810_CD93	Vulpes_vulpes
ENSG00000127554_GFER	Otocyon_megalotis
ENSG00000128739_SNRPN	Felis_catus
ENSG00000128739_SNRPN	Canis_familiaris
ENSG00000130066_SAT1	Manis_javanica
ENSG00000130270_ATP8B3	Mustela_putorius
ENSG00000130270_ATP8B3	Enhydra_lutris
ENSG00000130427_EPO	Manis_javanica
ENSG00000130724_CHMP2A	Lycaon_pictus
ENSG00000130724_CHMP2A	Vulpes_vulpes
ENSG00000131634_TMEM204	Manis_javanica
ENSG00000131669_NINJ1	Manis_javanica
ENSG00000132530_XAF1	Ursus_americanus
ENSG00000133020_MYH8	Mustela_putorius
ENSG00000133106_EPSTI1	Felis_catus
ENSG00000133318_RTN3	Manis_javanica
ENSG00000133561_GIMAP6	Enhydra_lutris
ENSG00000133858_ZFC3H1	Lycaon_pictus
ENSG00000134153_EMC7	Vulpes_vulpes
ENSG00000134873_CLDN10	Manis_javanica
ENSG00000134917_ADAMTS8	Lycaon_pictus
ENSG00000135439_AGAP2	Canis_familiaris
ENSG00000135547_HEY2	Canis_familiaris
ENSG00000137720_C11orf1	Manis_javanica
ENSG00000139354_GAS2L3	Canis_familiaris
ENSG00000139540_SLC39A5	Lycaon_pictus
ENSG00000140368_PSTPIP1	Canis_familiaris
ENSG00000140398_NEIL1	Canis_familiaris
ENSG00000141338_ABCA8	Leptonychotes_weddellii
ENSG00000142530_FAM71E1	Manis_javanica
ENSG00000142546_NOSIP	Lynx_pardinus
ENSG00000143603_KCNN3	Enhydra_lutris
ENSG00000144057_ST6GAL2	Otocyon_megalotis
ENSG00000144231_POLR2D	Manis_javanica
ENSG00000145996_CDKAL1	Potos_flavus
ENSG00000146054_TRIM7	Lycaon_pictus
ENSG00000146054_TRIM7	Otocyon_megalotis
ENSG00000146278_PNRC1	Acinonyx_jubatus
ENSG00000146410_MTFR2	Pteronura_brasiliensis
ENSG00000147206_NXF3	Lynx_pardinus
ENSG00000147206_NXF3	Panthera_tigris
ENSG00000148156_ACTL7B	Canis_familiaris
ENSG00000148156_ACTL7B	Otocyon_megalotis
ENSG00000148602_LRIT1	Lycaon_pictus
ENSG00000148604_RGR	Lycaon_pictus
ENSG00000148604_RGR	Otocyon_megalotis
ENSG00000149582_TMEM25	Arctocephalus_gazella
ENSG00000149609_C20orf144	Canis_familiaris
ENSG00000150275_PCDH15	Panthera_pardus
ENSG00000150275_PCDH15	Leptonychotes_weddellii
ENSG00000150275_PCDH15	Felis_catus
ENSG00000150556_LYPD6B	Canis_familiaris
ENSG00000151090_THRB	Eumetopias_jubatus
ENSG00000151090_THRB	Felis_catus
ENSG00000151090_THRB	Panthera_pardus
ENSG00000151090_THRB	Mustela_putorius
ENSG00000151090_THRB	Ailuropoda_melanoleuca
ENSG00000151687_ANKAR	Mustela_putorius
ENSG00000151687_ANKAR	Enhydra_lutris
ENSG00000152402_GUCY1A2	Mustela_putorius
ENSG00000152402_GUCY1A2	Enhydra_lutris
ENSG00000152785_BMP3	Mustela_putorius
ENSG00000153162_BMP6	Manis_javanica
ENSG00000153498_SPACA7	Odobenus_rosmarus
ENSG00000154165_GPR15	Canis_familiaris
ENSG00000154447_SH3RF1	Manis_javanica
ENSG00000155093_PTPRN2	Felis_catus
ENSG00000155093_PTPRN2	Panthera_pardus
ENSG00000155093_PTPRN2	Mustela_putorius
ENSG00000155093_PTPRN2	Enhydra_lutris
ENSG00000155729_KCTD18	Lycaon_pictus
ENSG00000155729_KCTD18	Otocyon_megalotis
ENSG00000156127_BATF	Taxidea_taxus
ENSG00000156127_BATF	Spilogale_gracilis
ENSG00000157064_NMNAT2	Manis_javanica
ENSG00000157111_TMEM171	Canis_familiaris
ENSG00000157219_HTR5A	Pteronura_brasiliensis
ENSG00000157600_TMEM164	Pteronura_brasiliensis
ENSG00000157600_TMEM164	Ursus_americanus
ENSG00000157600_TMEM164	Vulpes_vulpes
ENSG00000158163_DZIP1L	Canis_familiaris
ENSG00000158163_DZIP1L	Otocyon_megalotis
ENSG00000159231_CBR3	Neovison_vison
ENSG00000159251_ACTC1	Ursus_maritimus
ENSG00000159251_ACTC1	Mustela_putorius
ENSG00000159251_ACTC1	Canis_familiaris
ENSG00000159251_ACTC1	Leptonychotes_weddellii
ENSG00000161016_RPL8	Lynx_pardinus
ENSG00000161638_ITGA5	Lycaon_pictus
ENSG00000161849_KRT84	Spilogale_gracilis
ENSG00000162733_DDR2	Manis_javanica
ENSG00000162817_C1orf115	Ursus_maritimus
ENSG00000163082_SGPP2	Otocyon_megalotis
ENSG00000163083_INHBB	Ailurus_fulgens
ENSG00000163362_INAVA	Canis_familiaris
ENSG00000163362_INAVA	Otocyon_megalotis
ENSG00000163431_LMOD1	Vulpes_vulpes
ENSG00000163630_SYNPR	Manis_javanica
ENSG00000163874_ZC3H12A	Canis_familiaris
ENSG00000163975_MELTF	Lycaon_pictus
ENSG00000164045_CDC25A	Manis_javanica
ENSG00000164270_HTR4	Manis_javanica
ENSG00000164325_TMEM174	Canis_familiaris
ENSG00000164400_CSF2	Ursus_maritimus
ENSG00000164442_CITED2	Vulpes_vulpes
ENSG00000164484_TMEM200A	Canis_familiaris
ENSG00000164484_TMEM200A	Otocyon_megalotis
ENSG00000164746_C7orf57	Manis_javanica
ENSG00000165125_TRPV6	Mirounga_angustirostris
ENSG00000165572_KBTBD6	Felis_catus
ENSG00000165572_KBTBD6	Neofelis_nebulosa
ENSG00000165572_KBTBD6	Enhydra_lutris
ENSG00000165792_METTL17	Canis_familiaris
ENSG00000165821_SALL2	Otocyon_megalotis
ENSG00000165970_SLC6A5	Otocyon_megalotis
ENSG00000166106_ADAMTS15	Canis_familiaris
ENSG00000166326_TRIM44	Vulpes_vulpes
ENSG00000166326_TRIM44	Lycaon_pictus
ENSG00000166349_RAG1	Vulpes_vulpes
ENSG00000166856_GPR182	Lycaon_pictus
ENSG00000166856_GPR182	Otocyon_megalotis
ENSG00000166927_MS4A7	Panthera_pardus
ENSG00000166927_MS4A7	Acinonyx_jubatus
ENSG00000166927_MS4A7	Ailuropoda_melanoleuca
ENSG00000166927_MS4A7	Felis_catus
ENSG00000166927_MS4A7	Mustela_putorius
ENSG00000166927_MS4A7	Enhydra_lutris
ENSG00000167173_C15orf39	Vulpes_vulpes
ENSG00000167178_ISLR2	Lycaon_pictus
ENSG00000167768_KRT1	Puma_concolor
ENSG00000167972_ABCA3	Procyon_lotor
ENSG00000168454_TXNDC2	Spilogale_gracilis
ENSG00000168497_CAVIN2	Mustela_putorius
ENSG00000168497_CAVIN2	Enhydra_lutris
ENSG00000168497_CAVIN2	Lycaon_pictus
ENSG00000168505_GBX2	Ailurus_fulgens
ENSG00000168874_ATOH8	Otocyon_megalotis
ENSG00000169139_UBE2V2	Mustela_putorius
ENSG00000169564_PCBP1	Lynx_canadensis
ENSG00000169564_PCBP1	Acinonyx_jubatus
ENSG00000169564_PCBP1	Neovison_vison
ENSG00000169564_PCBP1	Zalophus_californianus
ENSG00000169689_CENPX	Manis_javanica
ENSG00000170099_SERPINA6	Spilogale_gracilis
ENSG00000170374_SP7	Vulpes_vulpes
ENSG00000170807_LMOD2	Lycaon_pictus
ENSG00000171617_ENC1	Canis_familiaris
ENSG00000172403_SYNPO2	Otocyon_megalotis
ENSG00000172795_DCP2	Manis_javanica
ENSG00000172809_RPL38	Spilogale_gracilis
ENSG00000173011_TADA2B	Manis_javanica
ENSG00000173221_GLRX	Vulpes_vulpes
ENSG00000174004_NRROS	Canis_familiaris
ENSG00000174628_IQCK	Gulo_gulo
ENSG00000174684_B4GAT1	Manis_javanica
ENSG00000175040_CHST2	Vulpes_vulpes
ENSG00000175040_CHST2	Lycaon_pictus
ENSG00000175155_YPEL2	Lynx_pardinus
ENSG00000175155_YPEL2	Acinonyx_jubatus
ENSG00000175262_C1orf127	Canis_familiaris
ENSG00000175485_OR52W1	Mirounga_angustirostris
ENSG00000175518_UBQLNL	Ursus_americanus
ENSG00000175567_UCP2	Hyaena_hyaena
ENSG00000176046_NUPR1	Enhydra_lutris
ENSG00000176055_MBLAC2	Spilogale_gracilis
ENSG00000176399_DMRTA1	Lycaon_pictus
ENSG00000176399_DMRTA1	Otocyon_megalotis
ENSG00000176946_THAP4	Ailurus_fulgens
ENSG00000177479_ARIH2	Manis_javanica
ENSG00000177954_RPS27	Ursus_maritimus
ENSG00000178363_CALML3	Manis_javanica
ENSG00000178363_CALML3	Taxidea_taxus
ENSG00000178363_CALML3	Mustela_putorius
ENSG00000178363_CALML3	Ailuropoda_melanoleuca
ENSG00000178363_CALML3	Canis_familiaris
ENSG00000178776_C5orf46	Manis_javanica
ENSG00000178796_RIIAD1	Paradoxurus_hermaphroditus
ENSG00000179168_GGN	Manis_javanica
ENSG00000179941_BBS10	Canis_familiaris
ENSG00000179941_BBS10	Otocyon_megalotis
ENSG00000180116_C12orf40	Gulo_gulo
ENSG00000180530_NRIP1	Canis_familiaris
ENSG00000181785_OR5AS1	Pteronura_brasiliensis
ENSG00000182263_FIGN	Lycaon_pictus
ENSG00000182307_C8orf33	Canis_familiaris
ENSG00000182578_CSF1R	Lynx_canadensis
ENSG00000182871_COL18A1	Lutra_lutra
ENSG00000182871_COL18A1	Gulo_gulo
ENSG00000182871_COL18A1	Mustela_putorius
ENSG00000182871_COL18A1	Canis_familiaris
ENSG00000183117_CSMD1	Manis_javanica
ENSG00000183117_CSMD1	Enhydra_lutris
ENSG00000183733_FIGLA	Canis_familiaris
ENSG00000184507_NUTM1	Vulpes_vulpes
ENSG00000184719_RNLS	Canis_familiaris
ENSG00000184719_RNLS	Otocyon_megalotis
ENSG00000184983_NDUFA6	Taxidea_taxus
ENSG00000185056_C5orf47	Mustela_putorius
ENSG00000185291_IL3RA	Lynx_canadensis
ENSG00000185291_IL3RA	Panthera_pardus
ENSG00000185359_HGS	Potos_flavus
ENSG00000185420_SMYD3	Gulo_gulo
ENSG00000185668_POU3F1	Felis_catus
ENSG00000185668_POU3F1	Panthera_pardus
ENSG00000185669_SNAI3	Felis_catus
ENSG00000185669_SNAI3	Panthera_pardus
ENSG00000185669_SNAI3	Taxidea_taxus
ENSG00000185669_SNAI3	Mustela_putorius
ENSG00000185669_SNAI3	Enhydra_lutris
ENSG00000187398_LUZP2	Gulo_gulo
ENSG00000188352_FOCAD	Felis_catus
ENSG00000188771_PLET1	Mustela_putorius
ENSG00000188771_PLET1	Enhydra_lutris
ENSG00000188984_NT.fastaDACL3	Gulo_gulo
ENSG00000189182_KRT77	Mustela_putorius
ENSG00000189241_TSPYL1	Canis_familiaris
ENSG00000189283_FHIT	Manis_javanica
ENSG00000189362_NEMP2	Canis_familiaris
ENSG00000189367_KIAA0408	Otocyon_megalotis
ENSG00000189430_NCR1	Panthera_pardus
ENSG00000189430_NCR1	Manis_javanica
ENSG00000189430_NCR1	Panthera_onca
ENSG00000189430_NCR1	Acinonyx_jubatus
ENSG00000189430_NCR1	Enhydra_lutris
ENSG00000196371_FUT4	Otocyon_megalotis
ENSG00000197329_PELI1	Manis_javanica
ENSG00000197487_GALP	Lynx_pardinus
ENSG00000197487_GALP	Lynx_canadensis
ENSG00000197487_GALP	Acinonyx_jubatus
ENSG00000197487_GALP	Enhydra_lutris
ENSG00000197487_GALP	Potos_flavus
ENSG00000197728_RPS26	Prionailurus_bengalensis
ENSG00000198478_SH3BGRL2	Felis_catus
ENSG00000198812_LRRC10	Vulpes_vulpes
ENSG00000198843_SELENOT	Gulo_gulo
ENSG00000198843_SELENOT	Lutra_lutra
ENSG00000198843_SELENOT	Zalophus_californianus
ENSG00000198843_SELENOT	Prionailurus_bengalensis
ENSG00000198843_SELENOT	Neovison_vison
ENSG00000198890_PRMT6	Otocyon_megalotis
ENSG00000198964_SGMS1	Manis_javanica
ENSG00000204007_GLT6D1	Mellivora_capensis
ENSG00000204007_GLT6D1	Lutra_lutra
ENSG00000204033_LRIT2	Lycaon_pictus
ENSG00000204640_NMS	Manis_javanica
ENSG00000204640_NMS	Acinonyx_jubatus
ENSG00000204669_C9orf57	Neovison_vison
ENSG00000204669_C9orf57	Ursus_maritimus
ENSG00000204669_C9orf57	Ailurus_fulgens
ENSG00000204669_C9orf57	Leptonychotes_weddellii
ENSG00000204897_KRT25	Taxidea_taxus
ENSG00000205002_NT.fastaRD	Ursus_arctos
ENSG00000205078_SYCE1L	Felis_catus
ENSG00000205669_ACOT6	Prionailurus_bengalensis
ENSG00000205669_ACOT6	Neovison_vison
ENSG00000206474_OR10C1	Cryptoprocta_ferox
ENSG00000206474_OR10C1	Paradoxurus_hermaphroditus
ENSG00000213928_IRF9	Canis_familiaris
ENSG00000214253_FIS1	Arctocephalus_gazella
ENSG00000219607_PPP1R3G	Canis_familiaris
ENSG00000221858_OR2A12	Neovison_vison
ENSG00000221937_TAS2R40	Mustela_putorius
ENSG00000221937_TAS2R40	Manis_javanica
ENSG00000229453_SPINK8	Arctocephalus_gazella
ENSG00000231824_AKAIN1	Paradoxurus_hermaphroditus
ENSG00000231824_AKAIN1	Enhydra_lutris
ENSG00000234965_SHISA8	Puma_concolor
ENSG00000236609_ZNF853	Manis_javanica
ENSG00000236609_ZNF853	Enhydra_lutris
ENSG00000247626_MARS2	Canis_familiaris
ENSG00000247626_MARS2	Mustela_putorius
ENSG00000247626_MARS2	Enhydra_lutris
ENSG00000248487_ABHD14A	Neofelis_nebulosa
ENSG00000248487_ABHD14A	Panthera_pardus
ENSG00000254656_RTL1	Enhydra_lutris
ENSG00000255359_CCDC179	Lutra_lutra
ENSG00000255359_CCDC179	Helogale_parvula
ENSG00000255359_CCDC179	Potos_flavus
ENSG00000255359_CCDC179	Canis_familiaris
ENSG00000260456_C16orf95	Potos_flavus
ENSG00000266524_GDF10	Canis_familiaris
ENSG00000272325_NUDT3	Helogale_parvula
ENSG00000278637_HIST1H4A	Gulo_gulo
ENSG00000278637_HIST1H4A	Potos_flavus
ENSG00000278637_HIST1H4A	Mirounga_angustirostris
ENSG00000002745_WNT16	Canis_familiaris
ENSG00000002919_SNX11	Lycaon_pictus
ENSG00000003756_RBM5	Manis_javanica
ENSG00000006534_ALDH3B1	Neovison_vison
ENSG00000011523_CEP68	Lycaon_pictus
ENSG00000011523_CEP68	Otocyon_megalotis
ENSG00000034971_MYOC	Pteronura_brasiliensis
ENSG00000056558_TRAF1	Otocyon_megalotis
ENSG00000067064_IDI1	Neovison_vison
ENSG00000067064_IDI1	Pteronura_brasiliensis
ENSG00000067064_IDI1	Lutra_lutra
ENSG00000068078_FGFR3	Manis_javanica
ENSG00000068078_FGFR3	Lutra_lutra
ENSG00000068745_IP6K2	Manis_javanica
ENSG00000076604_TRAF4	Manis_javanica
ENSG00000078018_MAP2	Lycaon_pictus
ENSG00000078018_MAP2	Vulpes_vulpes
ENSG00000079459_FDFT1	Manis_javanica
ENSG00000092054_MYH7	Ailuropoda_melanoleuca
ENSG00000092054_MYH7	Potos_flavus
ENSG00000092054_MYH7	Canis_familiaris
ENSG00000092054_MYH7	Mirounga_angustirostris
ENSG00000092969_TGFB2	Lycaon_pictus
ENSG00000093144_ECHDC1	Vulpes_vulpes
ENSG00000100314_CABP7	Manis_javanica
ENSG00000102181_CD99L2	Potos_flavus
ENSG00000102466_FGF14	Felis_catus
ENSG00000102466_FGF14	Panthera_pardus
ENSG00000102466_FGF14	Ursus_maritimus
ENSG00000102466_FGF14	Potos_flavus
ENSG00000102466_FGF14	Canis_familiaris
ENSG00000105851_PIK3CG	Otocyon_megalotis
ENSG00000107611_CUBN	Felis_catus
ENSG00000108344_PSMD3	Ursus_maritimus
ENSG00000108344_PSMD3	Ursus_arctos
ENSG00000109851_DBX1	Canis_familiaris
ENSG00000110104_CCDC86	Lycaon_pictus
ENSG00000111046_MYF6	Lycaon_pictus
ENSG00000111077_TNS2	Lycaon_pictus
ENSG00000111196_MAGOHB	Enhydra_lutris
ENSG00000112511_PHF1	Manis_javanica
ENSG00000112761_WISP3	Lycaon_pictus
ENSG00000113248_PCDHB15	Crocuta_Crocuta
ENSG00000113248_PCDHB15	Taxidea_taxus
ENSG00000113248_PCDHB15	Ursus_thibetanus
ENSG00000113248_PCDHB15	Vulpes_vulpes
ENSG00000114279_FGF12	Gulo_gulo
ENSG00000116005_PCYOX1	Lycaon_pictus
ENSG00000116745_RPE65	Vulpes_vulpes
ENSG00000118680_MYL12B	Lutra_lutra
ENSG00000120306_CYSTM1	Panthera_pardus
ENSG00000120306_CYSTM1	Ailuropoda_melanoleuca
ENSG00000120306_CYSTM1	Lynx_canadensis
ENSG00000120306_CYSTM1	Acinonyx_jubatus
ENSG00000120306_CYSTM1	Potos_flavus
ENSG00000120306_CYSTM1	Odobenus_rosmarus
ENSG00000120306_CYSTM1	Leptonychotes_weddellii
ENSG00000120451_SNX19	Vulpes_vulpes
ENSG00000121853_GHSR	Vulpes_vulpes
ENSG00000123342_MMP19	Manis_javanica
ENSG00000123612_ACVR1C	Vulpes_vulpes
ENSG00000125741_OPA3	Canis_familiaris
ENSG00000125810_CD93	Canis_familiaris
ENSG00000127554_GFER	Vulpes_vulpes
ENSG00000127995_CASD1	Manis_javanica
ENSG00000130270_ATP8B3	Felis_catus
ENSG00000133488_SEC14L4	Proteles_cristatus
ENSG00000133561_GIMAP6	Manis_javanica
ENSG00000133858_ZFC3H1	Vulpes_vulpes
ENSG00000134917_ADAMTS8	Vulpes_vulpes
ENSG00000135297_MTO1	Manis_javanica
ENSG00000135439_AGAP2	Otocyon_megalotis
ENSG00000135547_HEY2	Otocyon_megalotis
ENSG00000139266_MARCH9	Manis_javanica
ENSG00000139354_GAS2L3	Lycaon_pictus
ENSG00000139354_GAS2L3	Vulpes_vulpes
ENSG00000139540_SLC39A5	Canis_familiaris
ENSG00000140368_PSTPIP1	Lycaon_pictus
ENSG00000140398_NEIL1	Lycaon_pictus
ENSG00000140398_NEIL1	Vulpes_vulpes
ENSG00000144597_EAF1	Manis_javanica
ENSG00000144815_NXPE3	Manis_javanica
ENSG00000145936_KCNMB1	Manis_javanica
ENSG00000148110_MFSD14B	Enhydra_lutris
ENSG00000148110_MFSD14B	Ursus_arctos
ENSG00000148737_TCF7L2	Ailurus_fulgens
